tic_id,gaia_id,pl_orbper,pl_radj,pl_massj,pl_dens,pl_orbeccen,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_pmra,sy_pmdec,sy_dist
TIC 438702139,Gaia DR2 6070080754075553792,,1.5,9,,,1500,,,,,8840,1.77,1.96,,201.1501727,-51.5045384,-34.2457,-18.8113,108.875
TIC 460329848,Gaia DR2 6206053714943873408,47000,2,25,,0.5,2300,,,,,,,1.92,,230.0556856,-34.9255486,-22.2572,-26.0202,125.212
TIC 464646604,Gaia DR2 6632318361397624960,7.713057,0.268,1.19247,,0.32,1060,,2.47,15.7,0.0253,5991,1.08,1.09,,287.7411441,-60.2726358,11.5685,-100.748,58.5146
TIC 237222864,Gaia DR2 2288221003213039488,10.28891,0.244,0.06293,5.3,0.16,757,,,,,5198,0.84,0.9,,296.2446203,74.0628577,18.6177,28.0139,65.9501
TIC 301880196,Gaia DR2 1772187382746856320,,1.051,21.9987,,,,,,,,,,,,326.1315705,14.7714524,231.086,-113.133,18.1186
TIC 167656187,Gaia DR2 5480006192386819456,,1.11,30,,,1200,,,,,,,1.3,,102.5042716,-60.2486775,4.66316,108.377,34.0071
TIC 245368902,Gaia DR2 2832463659640297472,170000,1.2,7,,,,,,,,,,1.5,0.692,346.8701486,21.1340376,108.301,-49.4804,41.2441
TIC 245368902,Gaia DR2 2832463659640297472,69000,1.2,10,,,,,,,,,,1.5,0.692,346.8701486,21.1340376,108.301,-49.4804,41.2441
TIC 245368902,Gaia DR2 2832463659640297472,37000,1.2,10,,,,,,,,,,1.5,0.692,346.8701486,21.1340376,108.301,-49.4804,41.2441
TIC 245368902,Gaia DR2 2832463659640297472,,1.17,10,,0.15,1150,,,,,7400,,,,346.8701486,21.1340376,108.301,-49.4804,41.2441
TIC 363573185,Gaia DR2 3798690151434945280,19.3044,0.343,0.08495,2.6,0.31,,,,28.7,0.0357,5620,0.98,0.92,,172.1216476,1.6906217,-72.5977,-2.51204,272.36
TIC 307733361,Gaia DR2 664337230586013312,1.6739035,0.346,0.06859,2.04,0,1841,,,5.21,0.02867,5945,1.24,1.15,,129.6010863,20.1060074,-36.1442,-13.014,188.959
TIC 6892385,Gaia DR2 651907079835937280,8.266902,0.369,0.09439,,,,,3.46224,17.96,0.03472,5434,0.95,1.01,,125.4202985,13.4975122,6.96345,-4.87756,197.989
TIC 414843476,Gaia DR2 4081684580199958528,3.31392,1.44,0.84,0.35,0,1780,,3.19,5.75,0.083,6030,1.78,1.3,,284.985355,-22.2934206,-6.2457,-4.47074,685.2
TIC 27635334,Gaia DR2 655794055300531456,4.73401,0.471,0.18689,2.22,0.18,1446,,,,,5474,1.75,1.12,,123.3818484,16.419516,-6.87424,-22.7225,477.295
TIC 287333762,Gaia DR2 3613175223837135616,13.86375,0.231,0.05254,5.2,0.079,640,,3.22,30.8,0.0333,5010,0.71,0.74,,207.3497402,-12.2849182,45.1268,-102.13,116.474
TIC 14227229,Gaia DR2 53006669599267328,5.3518,0.162,0.01664,4.8,0.13,,,3.192,,0.01346,5775,1.25,0.84,,59.8903081,21.2985263,122.337,-35.4381,200.394
TIC 14227229,Gaia DR2 53006669599267328,5.35117,0.17,0.02706,6.6,0,1309,,3.38,9.59,0.01255,5730,1.23,0.88,0.279,59.8903081,21.2985263,122.337,-35.4381,200.394
TIC 376939759,Gaia DR2 2564787622577189760,5.817608,0.93,1.29,1.97,0,1178,,,11.39,0.0911,5627,1.05,1.01,0.009,19.4493823,6.8688469,20.2673,-12.7021,635.722
TIC 366576758,Gaia DR2 602494855483616256,11.3909311,0.932,2.01,3.08,0.081,701,0.01352,3.97,24.63,0.1163,4920,0.82,0.86,-0.445,127.882912,11.922255,-13.1493,-2.45181,475.758
TIC 366576758,Gaia DR2 602494855483616256,11.39109,0.942,1.85,2.99,0,719,,3.9048,24.44,0.11432,5027,0.83,0.83,,127.882912,11.922255,-13.1493,-2.45181,475.758
TIC 7020254,Gaia DR2 650778499868023296,20.273034,1.115,0.84,0.82,0.137,682,,4.0296,38.8,0.1254,5560,0.88,0.83,,126.5535002,12.281851,15.5645,-21.666,413.591
TIC 176868951,Gaia DR2 3580920878437938688,0.369,0.147,0.01982,7.7,,,,,,0.02032,5200,0.74,0.79,,182.751404,-9.7652392,-39.4851,-5.37116,152.509
TIC 176868951,Gaia DR2 3580920878437938688,0.3693038,0.161,0.02045,6,0,,,,2.66,0.0204,5200,0.81,0.84,,182.751404,-9.7652392,-39.4851,-5.37116,152.509
TIC 152852327,Gaia DR2 3582339626395387264,9.1751,1.3,0.49,,,,,,,0.0325,4840,3.85,1.08,,182.1662666,-8.7472172,-28.3179,-8.73105,609.818
TIC 152852327,Gaia DR2 3582339626395387264,,1.3,0.49,,0.36,,,,,,,3.85,1.08,,182.1662666,-8.7472172,-28.3179,-8.73105,609.818
TIC 152852327,Gaia DR2 3582339626395387264,9.1708,1.089,0.495,,0.29,1586,,,4.76,0.0279,4878,4.11,1.19,0.943,182.1662666,-8.7472172,-28.3179,-8.73105,609.818
TIC 98720702,Gaia DR2 3583729340372873344,0.179715,0.079,0.5,,0,1471,,0.6288,2.82,0.0184,3492,0.44,0.46,,186.870426,-6.1952168,-79.5329,3.15484,98.8765
TIC 4610830,Gaia DR2 2413596935442139520,2.35309,0.135,0.00975,4.9,0.048,,,2.01,8.5,0.016,5356.3,0.86,0.94,,348.9490311,-10.8497391,-1.018,-10.5219,202.585
TIC 4610830,Gaia DR2 2413596935442139520,3.56004,0.205,0.01985,2.8,0.045,,,2.38,11.1,0.02439,5356.3,0.86,0.94,,348.9490311,-10.8497391,-1.018,-10.5219,202.585
TIC 4610830,Gaia DR2 2413596935442139520,5.40479,0.213,0.02492,3.1,0.043,,,2.7,14.7,0.02532,5356.3,0.86,0.94,,348.9490311,-10.8497391,-1.018,-10.5219,202.585
TIC 4610830,Gaia DR2 2413596935442139520,8.26146,0.302,0.04081,1.8,0.077,,,2.97,19.5,0.03599,5356.3,0.86,0.94,,348.9490311,-10.8497391,-1.018,-10.5219,202.585
TIC 4610830,Gaia DR2 2413596935442139520,12.75758,0.259,0.00513,0.4,0.062,,,3.2,26.1,0.03085,5356.3,0.86,0.94,,348.9490311,-10.8497391,-1.018,-10.5219,202.585
TIC 4610830,Gaia DR2 2413596935442139520,41.96797,0.269,0.01359,0.9,0.059,,,4.75,57.7,0.03187,5356.3,0.86,0.94,,348.9490311,-10.8497391,-1.018,-10.5219,202.585
TIC 11023038,Gaia DR2 4084602654011029376,28.38236,0.808,0.387,0.91,0.12,565,,4.89,44.8,0.0961,5340,0.86,0.92,,289.066707,-17.9107147,37.2813,-10.4721,153.856
TIC 380255458,Gaia DR2 3579426053724051584,6.569188,1.21,0.93,0.66,0,962,1.557,3.81,14.1,0.117,5585,1.06,0.96,,188.1373172,-9.6076115,-6.83111,6.10652,347.917
TIC 380255458,Gaia DR2 3579426053724051584,6.5693,1.095,1.019,0.963,0.12,1114,,4.56,,0.114,5654,0.99,1,-0.049,188.1373172,-9.6076115,-6.83111,6.10652,347.917
TIC 301235044,Gaia DR2 2643952940813536768,0.2803226,0.137,0.01671,8,0,2039,,0.94,2.31,0.02088,4373,0.67,0.66,,350.9170464,-1.1891827,116.168,25.3584,61.8736
TIC 301235044,Gaia DR2 2643952940813536768,0.2803244,0.135,0.01598,8.2,0,,,,2.292,0.02037,4599,0.68,0.71,-0.75,350.9170464,-1.1891827,116.168,25.3584,61.8736
TIC 301235044,Gaia DR2 2643952940813536768,0.28,0.133,0.01624,8.5,,,,,,0.01993,4599,0.69,0.71,,350.9170464,-1.1891827,116.168,25.3584,61.8736
TIC 301235044,Gaia DR2 2643952940813536768,7.7485,0.624,0.02328,,0,,,,21.59,0.094,4599,0.68,0.71,-0.75,350.9170464,-1.1891827,116.168,25.3584,61.8736
TIC 175261852,Gaia DR2 661192902209491456,2.6698,0.201,0.01762,2.702,0.14,,,,15.25,0.0589,3385,0.35,0.36,-1.824,130.0266951,19.0923416,-15.9167,-129.02,79.3002
TIC 175261852,Gaia DR2 661192902209491456,2.6446,0.183,0.01816,3.69,0.129,,,,,0.0572,3385,0.33,0.33,,130.0266951,19.0923416,-15.9167,-129.02,79.3002
TIC 175261852,Gaia DR2 661192902209491456,4.00498,0.195,0.02358,3.92,0.075,,,,,0.0612,3385,0.33,0.33,,130.0266951,19.0923416,-15.9167,-129.02,79.3002
TIC 175261852,Gaia DR2 661192902209491456,3.9663,0.231,0.02234,2.246,0.16,,,,20.064,0.068,3385,0.35,0.36,-1.824,130.0266951,19.0923416,-15.9167,-129.02,79.3002
TIC 388804061,Gaia DR2 3910747531814692736,32.940045,0.233,0.02715,2.67,,255,,,,0.05375,3457,0.44,0.5,-1.597,172.560141,7.5878315,-80.3765,-133.142,38.0266
TIC 388804061,Gaia DR2 3910747531814692736,32.939623,0.211,0.02807,4.11,0.2,284,,,,,3457,0.41,0.36,,172.560141,7.5878315,-80.3765,-133.142,38.0266
TIC 388804061,Gaia DR2 3910747531814692736,32.93963,0.212,0.02504,3.3,0.43,235,,,,,3457,0.41,0.36,,172.560141,7.5878315,-80.3765,-133.142,38.0266
TIC 366411016,Gaia DR2 600750922666388992,8.8665,0.2,0.036,5.6,0,729,0.12,2.98,22.2,0.0297,5110,0.69,0.71,,126.4643579,10.246577,97.0976,-89.3328,203.896
TIC 366631954,Gaia DR2 601480723509077632,4.7369683,0.24,0.06293,5.6,0.04,969,,2.561,14.23,0.03111,5170,0.79,0.86,-0.408,130.180046,10.9829509,-65.1617,1.41652,154.83
TIC 281885301,Gaia DR2 3798833775141351552,7.921101,0.666,0.13844,0.492,0.119,,,,,0.07451,5390,0.91,0.95,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,7.9222,0.624,0.10194,,0.2,,,,,0.0777,5322,0.82,0.88,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,7.9194,0.691,0.08967,0.334,0,,,,,,5430,0.86,0.93,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,11.90727,0.402,0.05003,0.94,,,,,,0.04515,5390,0.91,0.95,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,11.90715,0.434,0.08055,1.18,0,,,,,,5430,0.86,0.93,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,11.8993,0.366,0.03398,,0.21,,,,,0.0458,5322,0.82,0.88,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,2.50856,0.102,0.04405,51.4,0,,,,,,5430,0.86,0.93,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 281885301,Gaia DR2 3798833775141351552,2.5081,0.099,0.03146,,,,,,,0.0124,5322,0.82,0.88,,174.9602543,0.603596,-18.7878,4.4152,289.827
TIC 2621212,Gaia DR2 3620501712193719296,3.2253993,0.154,0.02171,7.2,0.02,913,,2.017,12.07,0.02346,4491,0.68,0.71,-0.733,208.9014508,-6.1360833,-59.2561,15.1982,107.518
TIC 2621212,Gaia DR2 3620501712193719296,7.3744897,0.254,0.03901,2.9,0.03,694,,2.452,20.96,0.03846,4491,0.68,0.71,-0.733,208.9014508,-6.1360833,-59.2561,15.1982,107.518
TIC 418761354,Gaia DR2 2556231154370582400,2.1748,0.156,0.02517,8.2,0,1103,,1.84,8.3,0.0221,4503,0.72,0.7,-0.721,11.4802354,6.3470302,-1.96984,10.6045,115.461
TIC 363445338,Gaia DR2 3811002791880297600,0.381078,0.223,1.4,,,2100,,0.8,3.3,,3830,0.57,0.6,,169.4827046,2.6190363,-27.1082,-4.7117,243.836
TIC 98720809,Gaia DR2 3583630929786305280,0.584,0.107,0.00783,8,,,,,,0.01403,5185,0.78,0.8,,186.8729195,-6.7218474,-80.8859,7.43403,102.564
TIC 98720809,Gaia DR2 3583630929786305280,0.584249,0.104,0.00815,8.9,0,1960,,,,,5185,0.79,0.84,,186.8729195,-6.7218474,-80.8859,7.43403,102.564
TIC 98720809,Gaia DR2 3583630929786305280,8.32834,0.189,0.06702,12.8,0,800,,,,,5185,0.79,0.84,,186.8729195,-6.7218474,-80.8859,7.43403,102.564
TIC 68577662,Gaia DR2 3406687485600728192,11.168454,1,0.398,,0.258,1030,,,19.25,0.08868,6154,1.16,1.19,0.238,73.7667927,18.654323,62.0635,-48.2449,130.72
TIC 68577662,Gaia DR2 3406687485600728192,11.168459,1.058,0.387,0.405,0.255,1001,0.7764,5.03016,17.28,0.08811,5888,1.23,1.04,0.216,73.7667927,18.654323,62.0635,-48.2449,130.72
TIC 428820090,Gaia DR2 6253186686054822784,2.4675,0.12,0.03543,26.26,0.079,1121,,1.988,10.07,0.01743,5033,0.71,0.79,,230.4799011,-20.2317975,-19.8713,-31.1884,67.5062
TIC 428820090,Gaia DR2 6253186686054822784,7.06005,0.114,0.0403,33.91,0.2002,790,,2.796,20.3,0.01663,5033,0.71,0.79,,230.4799011,-20.2317975,-19.8713,-31.1884,67.5062
TIC 428820090,Gaia DR2 6253186686054822784,24.3645,0.21,0.06651,8.85,0.1999,523,,3.838,46.36,0.03062,5033,0.71,0.79,,230.4799011,-20.2317975,-19.8713,-31.1884,67.5062
TIC 16288184,Gaia DR2 6032746832450438400,2.1805577,1.642,1.236,0.37,0,1838,,3.0024,5.503,0.1195,6099,1.38,1.23,,253.7688479,-28.7105836,-8.56827,-5.56153,314.995
TIC 16288184,Gaia DR2 6032746832450438400,2.18053539,1.445,1.363,0.562,0.042,1828,1.385,2.9278,6.07,0.1177,6360,1.26,1.26,0.371,253.7688479,-28.7105836,-8.56827,-5.56153,314.995
TIC 16288184,Gaia DR2 6032746832450438400,2.18056,1.65,1.6,0.44,0,1884,,,5.5,0.118,6257,1.43,1.28,,253.7688479,-28.7105836,-8.56827,-5.56153,314.995
TIC 404243877,Gaia DR2 2631270757088861312,3.20466,1.3,0.86,0.56,0,1587,,,6.27,0.08,5630,1.59,1.19,,347.7043164,-7.8575592,,,537.963
TIC 68048686,Gaia DR2 6049750234317822208,20.88977,0.482,0.05978,0.64,0.06,,,,,,5625,1.16,1.07,,242.5734559,-24.9906029,-59.9189,-58.8107,170.562
TIC 68048686,Gaia DR2 6049750234317822208,20.8851,0.507,0.0623,0.59,0,,,,,,5743,1.21,1.12,,242.5734559,-24.9906029,-59.9189,-58.8107,170.562
TIC 68048686,Gaia DR2 6049750234317822208,20.8851,0.507,0.06607,0.63,0,767,,5.48,29,0.0431,5743,1.21,1.12,0.158,242.5734559,-24.9906029,-59.9189,-58.8107,170.562
TIC 68048686,Gaia DR2 6049750234317822208,42.3391,0.669,0.04845,0.2,0.07,,,,,,5625,1.16,1.07,,242.5734559,-24.9906029,-59.9189,-58.8107,170.562
TIC 68048686,Gaia DR2 6049750234317822208,42.3633,0.698,0.08495,0.31,0,606,,6.47,53,0.0594,5743,1.21,1.12,0.158,242.5734559,-24.9906029,-59.9189,-58.8107,170.562
TIC 68048686,Gaia DR2 6049750234317822208,42.3633,0.698,0.0818,0.3,0,,,,,,5743,1.21,1.12,,242.5734559,-24.9906029,-59.9189,-58.8107,170.562
TIC 434226736,Gaia DR2 3311804515502788352,3.48456408,0.306,0.07709,,0.428,494,1.155,0.7637,21.09,0.1075,3207,0.29,0.26,-2.088,63.2739346,15.2477027,122.148,-18.3371,44.9565
TIC 293612446,Gaia DR2 3394923127797114496,2.6266657,1.552,1.42,0.5,0,1957,0.947,4.1676,5.291,0.09731,6367,1.69,1.39,,76.8673317,16.8676948,0.667257,-6.04515,663.834
TIC 281731203,Gaia DR2 3807826337147474176,11.63344,0.85,0.223,0.483,0.39,1080,0.2801,5.112,13.3,0.05293,5537,1.65,1.1,,163.0323119,0.493167,-23.6636,-44.1706,213.283
TIC 281731203,Gaia DR2 3807826337147474176,11.633478,0.848,0.213,0.43,0.248,1030,0.2804,5.138,14.26,0.05295,5503,1.64,1.27,0.346,163.0323119,0.493167,-23.6636,-44.1706,213.283
TIC 281731203,Gaia DR2 3807826337147474176,11.633478,0.85,0.188,0.38,0.286,1046,0.2814,5.138,13.53,0.05304,5445,1.64,1.09,0.328,163.0323119,0.493167,-23.6636,-44.1706,213.283
TIC 21276520,Gaia DR2 657756997089784960,50.818947,0.215,0.04657,5.7,0.14,470,,3.4872,64.7,0.026,5368,0.85,0.88,-0.26,129.6821253,15.6806039,-55.3881,-4.85075,162.481
TIC 146364192,Gaia DR2 2597119620985658496,2.369172,0.153,0.02058,7.1,0.084,,,2.266,,0.01604,5477,0.98,0.92,,342.0316493,-14.4947789,30.1961,-23.3378,138.671
TIC 374180079,Gaia DR2 3855246074629979264,14.697,0.261,0.028,2.03,0.047,538,0.1465,3.408,31.7,0.03827,4285,0.7,0.69,-0.823,157.9356855,0.9372782,56.8715,-68.8284,77.5586
TIC 374180079,Gaia DR2 3855246074629979264,19.482,0.244,0.04499,2.21,0.043,490,0.127,3.6648,38.2,0.03564,4285,0.7,0.69,-0.823,157.9356855,0.9372782,56.8715,-68.8284,77.5586
TIC 363548415,Gaia DR2 3798552815560689792,6.77145,0.397,0.09156,1.8,0.16,,,,16.5,0.0478,5320,0.85,0.89,,171.5151874,1.2306237,3.43398,-26.9773,249.645
TIC 363548415,Gaia DR2 3798552815560689792,6.771315,0.4,0.09722,1.87,0.251,902,,,,,5248,0.89,0.87,,171.5151874,1.2306237,3.43398,-26.9773,249.645
TIC 119605900,Gaia DR2 6772454416893148928,19.89526,0.669,0.11673,0.48,0.35,787,,8.267,25.79,0.05354,5500,1.28,1.03,,291.5953596,-22.2477071,4.44214,-12.5036,391.537
TIC 262715204,Gaia DR2 2657374606238804992,3.471745,0.231,0.03046,3.07,0,1089,0.097,2.18,10.43,0.03013,4975,0.79,0.83,,349.3843458,1.3001522,15.0229,-33.8739,154.961
TIC 262715204,Gaia DR2 2657374606238804992,7.138048,0.315,0.04933,1.95,0,741,0.21,2.52,22.51,0.04115,4975,0.79,0.83,,349.3843458,1.3001522,15.0229,-33.8739,154.961
TIC 262715204,Gaia DR2 2657374606238804992,10.45582,0.221,0.02045,,0,620,0.1,2.504,32.2,0.0289,4975,0.79,0.83,,349.3843458,1.3001522,15.0229,-33.8739,154.961
TIC 262715204,Gaia DR2 2657374606238804992,14.76289,0.174,0.03367,,0,501,0.068,2.3,49.43,0.0227,4975,0.79,0.83,,349.3843458,1.3001522,15.0229,-33.8739,154.961
TIC 73848324,Gaia DR2 6239702034929248512,14.893291,0.847,0.315,,0.478,804,,,23.87,0.08014,5695,1.07,1.06,,233.0743401,-22.3583447,-4.59374,-17.8985,158.335
TIC 56399553,Gaia DR2 150054788545735424,3.2589263,1,0.613,0.76,0.084,1076,1.884,2.13,11.77,0.1373,5222,0.75,0.86,-0.427,62.670422,24.4016558,16.4519,-21.9879,178.475
TIC 56399553,Gaia DR2 150054788545735424,3.2588321,1.19,0.73,0.53,0.066,1171,,2.22,10.51,0.14188,5358,0.86,0.94,,62.670422,24.4016558,16.4519,-21.9879,178.475
TIC 70803960,Gaia DR2 6253844468882760832,9.21165,0.273,0.0343,4.1,0,1230,,4.96,13.15,0.019,6302,1.51,1.19,,234.8578846,-20.1988975,27.2246,-16.8935,272.909
TIC 70803960,Gaia DR2 6253844468882760832,48.36685,1.006,0.774,1.01,0,676,,8.14,43.5,0.06848,6302,1.51,1.19,,234.8578846,-20.1988975,27.2246,-16.8935,272.909
TIC 27039476,Gaia DR2 3409148746676599168,2.225177,0.142,0.02042,8.84,0,,,1.719,7.7942,0.01614,5520,0.9,0.93,-0.166,76.44594,21.548199,30.7115,-97.0819,90.0562
TIC 27039476,Gaia DR2 3409148746676599168,2.225,0.141,0.02014,8.9,,,,,,0.01603,5520,0.9,0.93,,76.44594,21.548199,30.7115,-97.0819,90.0562
TIC 743941,Gaia DR2 3616931735377523712,16.9841,0.235,0.07709,7.4,0.04,795,,3.66,25.9,0.022,5725,1.09,1,,205.3758786,-9.9460704,-88.1995,1.66929,114.293
TIC 610976842,Gaia DR2 2564784633279953536,4.024867,0.897,0.335,0.612,0,852,,2.4984,13.76,0.1304,4444,0.7,0.74,,19.6101417,6.8167277,54.9828,-34.9646,232.801
TIC 173103335,Gaia DR2 3796690380302214272,10.05429,0.185,0.02643,4.32,0.06,,,2.563,30.74,0.03477,,0.55,0.61,,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,10.05403,0.191,0.02549,4.5,0,,,,,,3896,0.56,0.6,,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,10.05454,0.204,0.02077,3,,,,,,,3835,0.6,0.62,-1.15,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,24.6491,0.147,0.00661,1.82,0.04,,,,55.9,0.0277,,0.55,0.61,,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,24.6454,0.153,0.01321,4.5,0,,,,,,3896,0.56,0.6,,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,24.64638,0.158,0.00975,3.1,,,,,,,3835,0.6,0.62,-1.15,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,44.55764,0.147,0.00566,2.4,,,,,,,3835,0.6,0.62,-1.15,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,44.5631,0.136,0.0236,11.7,0,,,,,,3896,0.56,0.6,,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 173103335,Gaia DR2 3796690380302214272,44.5705,0.136,0.03492,17.5,0.045,,,4.07,82.9,0.02495,,0.55,0.61,,172.3353708,-1.4551364,94.0337,-78.1392,44.0727
TIC 26017005,Gaia DR2 61607255708760960,4.098503,1.039,0.579,0.64,0,1092,1.603,2.3208,12.34,0.1266,5425,0.84,0.9,-0.256,52.3420548,22.2993491,16.5794,-14.0265,333.042
TIC 26017005,Gaia DR2 61607255708760960,4.09849,1.069,0.589,0.598,0.08,1203,,,10.7,0.13097,5575,0.84,0.92,-0.27,52.3420548,22.2993491,16.5794,-14.0265,333.042
TIC 26017005,Gaia DR2 61607255708760960,4.098507,1.196,0.623,0.483,0.027,1185,,2.355,11.4,0.1302,5581,0.94,0.98,-0.112,52.3420548,22.2993491,16.5794,-14.0265,333.042
TIC 50171060,Gaia DR2 6050191241556876672,1.25785,1.06,1.774,,0,,,0.9816,6.05,0.135,5280,0.78,0.91,,245.4405531,-23.548273,-40.2299,-96.3318,110.527
TIC 437444661,Gaia DR2 4130539180358512768,8.99218,0.48,0.06639,0.74,0,,,,,,5315,0.87,0.87,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,8.992,0.473,0.0472,0.55,0.03,837,,3.488,19.86,0.05642,5271,0.86,0.83,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,8.99213,0.458,0.05191,0.67,0,817,,,,,5275,0.84,0.86,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,20.66093,0.28,0.02549,1.43,0.049,634,,4.35,34.58,0.03342,5271,0.86,0.83,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,20.6602,0.269,0.03807,2.7,0,619,,,,,5275,0.84,0.86,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,20.65614,0.31,0.02549,1.1,0,,,,,,5315,0.87,0.87,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,31.71922,0.335,0.11012,3.6,0,,,,,,5315,0.87,0.87,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,31.71701,0.311,0.02108,0.87,0.05,550,,4.888,46.02,0.03704,5271,0.86,0.83,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,31.7154,0.306,0.03241,1.38,0,537,,,,,5275,0.84,0.86,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 437444661,Gaia DR2 4130539180358512768,4.34934,0.108,0.00661,6.3,0.043,1066,,2.671,12.24,0.01294,5271,0.86,0.83,,252.426008,-19.5430504,-16.5975,-53.6394,157.682
TIC 301258470,Gaia DR2 2632880927441296640,12.4551225,0.774,0.26,0.694,0.0697,650,,3.621,26.62,0.09679,5282,0.82,0.9,-0.325,351.1353785,-5.1641451,14.1687,-12.389,233.237
TIC 49040478,Gaia DR2 6245758900889486720,5.42513,0.514,3.6,,0,850,0.23,4.22,9.2,0.0476,3410,1.1,0.31,-0.83,242.5613635,-19.3193831,-9.70908,-23.9862,139.268
TIC 49040478,Gaia DR2 6245758900889486720,5.424865,0.45,3.7,,0,,,4.08,10.4,0.0432,3540,1.05,0.56,-0.824,242.5613635,-19.3193831,-9.70908,-23.9862,139.268
TIC 178217113,Gaia DR2 665757593450097920,2.995654,1.44,1.773,0.8,0.022,,,,6.7,0.0887,6087,1.66,1.31,,127.5787231,22.2359194,-14.1957,1.04552,348.646
TIC 178217113,Gaia DR2 665757593450097920,2.995629,1.377,1.698,0.8,0.054,1715,,,6.3,0.0895,6149,1.58,1.23,0.484,127.5787231,22.2359194,-14.1957,1.04552,348.646
TIC 178217113,Gaia DR2 665757593450097920,2.99561,1.07,1.11,,0,,0.82,,6.2,,6132,1.22,0.64,,127.5787231,22.2359194,-14.1957,1.04552,348.646
TIC 178217113,Gaia DR2 665757593450097920,2.995607,1.35,1.76,0.94,0,1742,,2.492,6.2,0.0905,6132,1.53,1.28,0.471,127.5787231,22.2359194,-14.1957,1.04552,348.646
TIC 363445121,Gaia DR2 3811989156889528320,1.422614,0.128,0.01227,7.2,0,1224,,1.23768,6.63,0.01828,4916,0.72,0.79,-0.57,169.4490102,3.8665038,-20.5207,26.1936,109.749
TIC 363445121,Gaia DR2 3811989156889528320,5.340888,0.285,0.02454,1.3,0,788,,1.3536,16.01,0.04119,4916,0.72,0.79,-0.57,169.4490102,3.8665038,-20.5207,26.1936,109.749
TIC 12666215,Gaia DR2 6237129658760381056,4.01593,0.137,0.02297,11,0.197,1266,,,10.13,0.0133,5731,1.06,1.03,0.037,240.0333095,-23.1894196,-56.9694,-37.6256,192.69
TIC 12666215,Gaia DR2 6237129658760381056,4.01593,0.138,0.03776,17.5,,1184,,2.861,10.1,0.01281,5757,1.1,1.07,,240.0333095,-23.1894196,-56.9694,-37.6256,192.69
TIC 12666215,Gaia DR2 6237129658760381056,4.01593,0.17,0.06,,,,0.016,,10.1,,5757,1.38,2.24,,240.0333095,-23.1894196,-56.9694,-37.6256,192.69
TIC 12666215,Gaia DR2 6237129658760381056,10.56103,0.216,0.03115,3.6,,858,,2.533,26.2,0.02004,5757,1.1,1.07,,240.0333095,-23.1894196,-56.9694,-37.6256,192.69
TIC 12666215,Gaia DR2 6237129658760381056,10.56103,0.204,0.02611,3.8,0.161,916,,,19.3,0.02,5731,1.06,1.03,0.037,240.0333095,-23.1894196,-56.9694,-37.6256,192.69
TIC 250977648,Gaia DR2 2609222216055014144,4.60543,0.56,0.09,,0,,0.037,,3.41,,4881,2.97,0.66,,338.3682095,-9.0229405,-40.9478,-39.2741,307.47
